"chain","deadend","generation","reproduction","story_text","story_title"
"E3xtzZeyvDyVkvah","false",1,"A couple in Iowa checked on their beehives in 2017, when they
discovered a drastic damage to them. Half a million bees had died,
hives were damaged and equipment had been broken. Two boys, 12
and 13 years old were arrested. They faced juvenile court and
10 years of prison could await them.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"EWFWPj4o1p8ZCt02","false",3,"A guy died.","A guy died","bartlett"
"PM6mQ6QAln3h9o19","false",3,"A 66 years old woman was a bad ass because she got a flight for
free","A 66 years old woman was a bad ass because her flight was for free.","flight"
"sB0AcJDILazWCdZC","false",1,NA,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"EWFWPj4o1p8ZCt02","false",2,"A guy died","A guy died","bartlett"
"Ia1ppaRlEpIyBGIK","false",4,"Something with bees.","Something with bees.","bees"
"MSBq5bINaoNLXgFq","false",2,"the young one dies\nthey crossed \nyoung and old hung","Two men from egulac, one young , one old hung out by a river when a war-canoe crossed. first hiding, they were approached by the by passers and were asked whether they wanted to join to make war to the
people by the river. the old one refused, the young one joined. At the battle, many were killed, young one was hit but he did not feel sick. Something with ghosts happened too, so they went back to the
town were the young guy, to the surprise of everyone, suddendly dies.","bartlett"
"PM6mQ6QAln3h9o19","false",2,"A 66 years old woman was a bad ass because her flight was for
free.","A 66 year old woman is a bad ass bc she was flying for free.","flight"
"Ia1ppaRlEpIyBGIK","false",3,"Something with bees.","Something with bees.","bees"
"M70CZo6QAYLGPNiE","false",2,"On january 14th, a woman (66 years old) sneaked into ohera airport
in chicago and tried to get onto a plane to connecticut. She got
failed and had to sit down at the airport. She stayed overnight
and took the shuttle to the international aiport on the next day.
Then she took a plane to Heathrow airport all without a passport
and boarding pass but got caught by customs in London. She arrived
back in the United States on January 18th.","On january 14, a woman(66) sneaked by the passport control in ohera airport in chicago and tried to get into a plane to connecticut but failed, e.g. had to sit down and wait - but she stayed at the airport
overnight and took the shuttle to the international part of the airport - all without passport and boarding pass. finally she got onto a plane to heathrow but got caught by customs in london. She was sent
back on  the 18th","flight"
"dRK5o0pV4idS0LjH","false",2,"One of two men went to war, the other did not. He fought and thought
he was dead, but he was not. When he arrived home he discovered
he was dead.","One of two men went to war, the other did not.\nHe fought and thought he was dead, but he was not.\nWhen he went home to tell his story, they discovered he was dead after all.","bartlett"
"awGXzCdrrzzleRhM","false",1,"On January 15th 2018, a woman (66 years old) slipped through the
airport control and took a flight from Chicago to London. She
entered the Airport on January 14th. First she hid her head behind
her hair and passed two Airport Transportation Security Officers.
\nShe tried to board a flight to Connecticut but could not. And
somehow she landed up in that plane to London. Upon arrival she
got taken into custody and is charged for theft and mischief.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"Mcph9OnQjLdMoM4Y","false",1,"In late December 2017 a couple in Iowa checked on their 50 beehives.
They then discovered a tragic thing. The hives had been broken
apart and throughn out of the shed. This destruction caused the
death of half a million bees and a damage of over $60,000. Later
two boys (12 and 13 years old) were arrested for probably being
guilty.\nAs they are still juvenile, they will face a penalty
of 8 years in prison and a fine of up to 10,000$ if convicted.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"Qe6mD85OKrD9r1Z3","false",2,NA,"Two men in Egulac hear war cries so they hide suspecting a war party. Than five canoes come up the stream and ane comes two them with five men and they ask if they want to come with them. The first of the
hiding men says he has no arrow, when the other say there are arrows in the canoe he replies thet his family does not know where he is and might die in a fight, so he suggest his companion to do. So the
companion goes with the canoe people and the first one returns home.\nSo the canoes go up stream to a town and the town people come down to the river and they fight. One of the peaple says to the new guy
that they need to return because an indian guy fell. The new guy suddenly suspects that they are ghosts and he thinks he was shot but does not feel sick.\nSo he returns to his village and tells the story,
that he fought with ghosts and many men fell on both sides and he was shot but does not feel it.\nWhen the next morning comes he spits up a dark fluid and dies.","bartlett"
"UVR5azYWUdQIdNjI","false",1,"December 2017\n50 beehives\n60000$\n12 and 13 years old\n10000$\n10
years\n","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"cszKw2w5ar5kP14z","false",1,"On January 15\n2018\nA woman (66 years old)\nFlight from Chicago
to London\nChicago O’Hare International Airport \nOn January 14\nConnecticut
Heathrow Airport (London)\nUnited States\nJanuary 18","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"dRK5o0pV4idS0LjH","false",1,"One of two men went to war, the other did not.\nHe fought and
thought he was dead, but he was not.\nWhen he went home to tell
his story, they discovered he was dead after all.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"jHjEtyTsDwMZZSFO","false",1,"Two men from Egulac went on a hunt at night. They heard noises
at the river and went there because they thought there would be
a war-party. At the river they saw canoes with five men in there
who wanted them to join fighting in a war. One man told the other
that he couldn't go because than no one of his relatives would
know where he went so only one man joined the fight although he
had no arrows himself. This man was shot in the fight and brought
back to his hometown where he told his story that he killed many
and many others were killed but that he himself did not felt being
shot. He thought that the men he went with and brought him back
were ghosts. the next day he died and something black came out
of his mouth.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"Ia1ppaRlEpIyBGIK","false",2,"Something with bees.","Something with bees.","bees"
"T9rW6dMkebpykX60","false",1,"On the 15th of January 2018 a 66-year old woman slipped through
airport control and got from the USA to London Heathrow without
ticket or passport. She went to the airport a day before and tried
to get to Conneticut but failed. She somehow managed to get on
the plane to London and was found there by British officials who
sent her back on the 18th. She gets now judged for her illegal
trespassing and flighing without a ticket.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"CmCWT6nZKQ4BPSq7","false",1,"couple from Iowah, with 50 bee hives.\nOne day the hieves where
distroyed.\nTow kids where arrested one week later, 12 and 13
years old.\ncharges where burglary, destruction of propertie\nbecause
they are underage they could face 10 years in prison and fiens
up to 10.000 dollar","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"TpRsYQawvOgHgCvv","false",1,"Woman 66 years old seaked in an Airport in chicago and sliped
by security by hiding her face, without passport or boarding ticket.
She tried to get on a flight to Kenntuky, but failed, she was
sat down and stayed over night. The next day, janurary 15 2018
she got on an shuttel to the international Terminal and got on
an flight to Heathrow, London, still without ticket or passport,
where she was confined by british officers and on January 18 2018
send back to the US. She was sharged with theft and trespassing.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"Qe6mD85OKrD9r1Z3","false",1,"Two men in Egulac hear war cries so they hide suspecting a war
party. Than five canoes come up the stream and ane comes two them
with five men and they ask if they want to come with them. The
first of the hiding men says he has no arrow, when the other say
there are arrows in the canoe he replies thet his family does
not know where he is and might die in a fight, so he suggest his
companion to do. So the companion goes with the canoe people and
the first one returns home.\nSo the canoes go up stream to a town
and the town people come down to the river and they fight. One
of the peaple says to the new guy that they need to return because
an indian guy fell. The new guy suddenly suspects that they are
ghosts and he thinks he was shot but does not feel sick.\nSo he
returns to his village and tells the story, that he fought with
ghosts and many men fell on both sides and he was shot but does
not feel it.\nWhen the next morning comes he spits up a dark fluid
and dies.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"M70CZo6QAYLGPNiE","false",1,"On january 14, a woman(66) sneaked by the passport control in
ohera airport in chicago and tried to get into a plane to connecticut
but failed, e.g. had to sit down and wait - but she stayed at
the airport overnight and took the shuttle to the international
part of the airport - all without passport and boarding pass.
finally she got onto a plane to heathrow but got caught by customs
in london. She was sent back on  the 18th","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"MSBq5bINaoNLXgFq","false",1,"Two men from egulac, one young , one old hung out by a river when
a war-canoe crossed. first hiding, they were approached by the
by passers and were asked whether they wanted to join to make
war to the people by the river. the old one refused, the young
one joined. At the battle, many were killed, young one was hit
but he did not feel sick. Something with ghosts happened too,
so they went back to the town were the young guy, to the surprise
of everyone, suddendly dies.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"zTVqf2eVuvudYr2U","false",1,"In late december in Iowa a couple discovered their bee hives to
be heavily damaged. A court found a 12 and a 13 year old boy to
be guilty. The damage they had caused was billed at 60k. A lot
of bees dies and a lot of equipment was damaged. They were sentenced
to 10 years plus a 10k fine.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"EWFWPj4o1p8ZCt02","false",1,"A guy died","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"PM6mQ6QAln3h9o19","false",1,"A 66 year old woman is a bad ass bc she was flying for free.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"Ia1ppaRlEpIyBGIK","false",1,"Something with bees.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
